text,label,char_length,word_count,text_clean,intent
I thought it was free to make a withdrawal. So how much does it cost now?,4,73,16,i thought it was free to make a withdrawal so how much does it cost now,Cash Withdrawal Charge
Can you tell me why you won't let me get my own money out of the money machine? I know I used the right PIN.,6,108,25,can you tell me why you won't let me get my own money out of the money machine i know i used the right pin,Declined Withdrawal
how do i get a refund for a direct debit payment i didn't make,1,62,14,how do i get a refund for a direct debit payment i didn't make,Fraud / Disputed Payment
I got charged twice for the same payment. Please removed the pending payment. Thank you.,5,88,15,i got charged twice for the same payment please removed the pending payment thank you,Duplicate Transaction
I can still see money in my account after making a payment,9,58,12,i can still see money in my account after making a payment,Missing Money
Why was I not able to take cash from the ATM?,6,45,11,why was i not able to take cash from the atm,Declined Withdrawal
Is there a reason a payment is showing complete on my side but the person who is receiving it has not gotten it?,8,112,23,is there a reason a payment is showing complete on my side but the person who is receiving it has not gotten it,Transfer Delay
The atm wouldn't give out cash,6,30,6,the atm wouldn't give out cash,Declined Withdrawal
"how long does it take to transfer money, my retailer is waiting",8,63,12,how long does it take to transfer money my retailer is waiting,Transfer Delay
Will the duplicated payment be refunded?,5,40,6,will the duplicated payment be refunded,Duplicate Transaction
The ATM gave me less cash than I requested,3,42,9,the atm gave me less cash than i requested,ATM Partial Withdrawal
I have an unknown charge.,1,25,5,i have an unknown charge,Fraud / Disputed Payment
How long do bank transfers take to clear,9,40,8,how long do bank transfers take to clear,Missing Money
"I was charged a fee when withdrawing cash, can you explain why?",4,63,12,i was charged a fee when withdrawing cash can you explain why,Cash Withdrawal Charge
Where did the money I deposit go??,2,34,7,where did the money i deposit go,Deposit Delay
"Hello, I wanted to get some more information about ATM Withdraw Fee. I have been withdrawing money for years and notice this charge on my account. I always thought it was no fee since its you guys ATM company that I am withdrawing. Can you please explain?",4,255,47,hello i wanted to get some more information about atm withdraw fee i have been withdrawing money for years and notice this charge on my account i always thought it was no fee since its you guys atm company that i am withdrawing can you please explain,Cash Withdrawal Charge
How come I was charged an extra fee when paying with the card?,0,62,13,how come i was charged an extra fee when paying with the card,Card Fee Charge
Why do I have an unexpected fee on my bill?,7,43,10,why do i have an unexpected fee on my bill,Transfer Fee
I tried to use the ATM today but it would not accept my card.,6,61,14,i tried to use the atm today but it would not accept my card,Declined Withdrawal
The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account?,6,140,26,the atm keeps rejecting my payment i tried two different atms but did not work can you please check if everything is okay with my account,Declined Withdrawal
What is your policy on withdrawing cash from an ATM? There is a fee on my account that wasn't there before I paid for my groceries.,4,131,26,what is your policy on withdrawing cash from an atm there is a fee on my account that wasn't there before i paid for my groceries,Cash Withdrawal Charge
When will I get my money? It's been too long.,8,45,10,when will i get my money it's been too long,Transfer Delay
"I deposited a check yesterday and Im not seeing it in my account. i need the money, is there something wrong with my account? check it out please",2,145,28,i deposited a check yesterday and im not seeing it in my account i need the money is there something wrong with my account check it out please,Deposit Delay
"Hello, I have a question concerning an unfamiliar fee that I notice on my account. I see that you guys charge for ATM withdrawal. Never notice this fee until now. Can you please explain?",4,186,34,hello i have a question concerning an unfamiliar fee that i notice on my account i see that you guys charge for atm withdrawal never notice this fee until now can you please explain,Cash Withdrawal Charge
Can you please tell me why I was charged an extra fee on my transfer?,7,69,15,can you please tell me why i was charged an extra fee on my transfer,Transfer Fee
There was a fee charged when I paid with my card.,0,49,11,there was a fee charged when i paid with my card,Card Fee Charge
Why hasn't the money transfer arrived yet?,8,42,7,why hasn't the money transfer arrived yet,Transfer Delay
"How long does it typically take a transfer to go through?  I sent some money to a friend earlier today, and she really needs it.  It still is a pending transfer, even though I sent it a few hours ago.",8,200,42,how long does it typically take a transfer to go through i sent some money to a friend earlier today and she really needs it it still is a pending transfer even though i sent it a few hours ago,Transfer Delay
What happens when I am charged twice?,5,37,7,what happens when i am charged twice,Duplicate Transaction
